Año;Tipo territorio;Código territorio;Territorio;Valor;Estado dato
2007;Comunidad de Madrid;;Comunidad de Madrid;-0.06;
2007;Municipios;0014;Acebeda (La);1.75;
2007;Municipios;0029;Ajalvir;-0.48;
2007;Municipios;0035;Alameda del Valle;-3.06;
2007;Municipios;0040;Álamo (El);-0.12;
2007;Municipios;0053;Alcalá de Henares;-0.07;
2007;Municipios;0066;Alcobendas;-0.05;
2007;Municipios;0072;Alcorcón;-0.17;
2007;Municipios;0088;Aldea del Fresno;-0.26;
2007;Municipios;0091;Algete;0.28;
2007;Municipios;0105;Alpedrete;-0.06;
2007;Municipios;0112;Ambite;-0.52;
2007;Municipios;0127;Anchuelo;-0.04;
2007;Municipios;0133;Aranjuez;0.18;
2007;Municipios;0148;Arganda del Rey;-0.15;
2007;Municipios;0151;Arroyomolinos;-0.36;
2007;Municipios;0164;Atazar (El);-1.72;
2007;Municipios;0170;Batres;0.60;
2007;Municipios;0186;Becerril de la Sierra;-0.72;
2007;Municipios;0199;Belmonte de Tajo;0.54;
2007;Municipios;0210;Berrueco (El);-2.14;
2007;Municipios;0203;Berzosa del Lozoya;-4.17;
2007;Municipios;0225;Boadilla del Monte;-0.23;
2007;Municipios;0231;Boalo (El);0.55;
2007;Municipios;0246;Braojos;-1.69;
2007;Municipios;0259;Brea de Tajo;-2.54;
2007;Municipios;0262;Brunete;-0.07;
2007;Municipios;0278;Buitrago del Lozoya;0.00;
2007;Municipios;0284;Bustarviejo;-0.90;
2007;Municipios;0297;Cabanillas de la Sierra;1.96;
2007;Municipios;0301;Cabrera (La);-0.10;
2007;Municipios;0318;Cadalso de los Vidrios;-0.94;
2007;Municipios;0323;Camarma de Esteruelas;-0.37;
2007;Municipios;0339;Campo Real;-0.61;
2007;Municipios;0344;Canencia;0.43;
2007;Municipios;0357;Carabaña;0.06;
2007;Municipios;0360;Casarrubuelos;-0.21;
2007;Municipios;0376;Cenicientos;-1.61;
2007;Municipios;0382;Cercedilla;-0.24;
2007;Municipios;0395;Cervera de Buitrago;-2.64;
2007;Municipios;0513;Chapinería;-1.14;
2007;Municipios;0528;Chinchón;0.16;
2007;Municipios;0409;Ciempozuelos;-0.32;
2007;Municipios;0416;Cobeña;0.18;
2007;Municipios;0468;Collado Mediano;-0.32;
2007;Municipios;0474;Collado Villalba;-0.18;
2007;Municipios;0437;Colmenar de Oreja;0.31;
2007;Municipios;0421;Colmenar del Arroyo;0.30;
2007;Municipios;0455;Colmenar Viejo;0.24;
2007;Municipios;0442;Colmenarejo;-0.27;
2007;Municipios;0480;Corpa;-0.61;
2007;Municipios;0493;Coslada;0.48;
2007;Municipios;0506;Cubas de la Sagra;-0.35;
2007;Municipios;0534;Daganzo de Arriba;-0.24;
2007;Municipios;0549;Escorial (El);-0.02;
2007;Municipios;0552;Estremera;-1.13;
2007;Municipios;0565;Fresnedillas de la Oliva;-0.08;
2007;Municipios;0571;Fresno de Torote;-0.55;
2007;Municipios;0587;Fuenlabrada;-0.06;
2007;Municipios;0590;Fuente el Saz de Jarama;-0.02;
2007;Municipios;0604;Fuentidueña de Tajo;0.11;
2007;Municipios;0611;Galapagar;-0.21;
2007;Municipios;0626;Garganta de los Montes;0.54;
2007;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;2.41;
2007;Municipios;0647;Gascones;5.40;
2007;Municipios;0650;Getafe;-0.34;
2007;Municipios;0663;Griñón;-0.55;
2007;Municipios;0679;Guadalix de la Sierra;0.36;
2007;Municipios;0685;Guadarrama;-0.82;
2007;Municipios;0698;Hiruela (La);0.04;
2007;Municipios;0702;Horcajo de la Sierra-Aoslos;-1.28;
2007;Municipios;0719;Horcajuelo de la Sierra;0.07;
2007;Municipios;0724;Hoyo de Manzanares;-0.07;
2007;Municipios;0730;Humanes de Madrid;-0.47;
2007;Municipios;0745;Leganés;-0.07;
2007;Municipios;0758;Loeches;0.60;
2007;Municipios;0761;Lozoya;0.92;
2007;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;-0.31;
2007;Municipios;0783;Madarcos;-0.22;
2007;Municipios;0796;Madrid;-0.06;
2007;Municipios;0800;Majadahonda;0.01;
2007;Municipios;0822;Manzanares el Real;-0.04;
2007;Municipios;0838;Meco;-0.20;
2007;Municipios;0843;Mejorada del Campo;0.11;
2007;Municipios;0856;Miraflores de la Sierra;0.56;
2007;Municipios;0869;Molar (El);0.27;
2007;Municipios;0875;Molinos (Los);-0.40;
2007;Municipios;0881;Montejo de la Sierra;-0.30;
2007;Municipios;0894;Moraleja de Enmedio;-0.22;
2007;Municipios;0908;Moralzarzal;-0.03;
2007;Municipios;0915;Morata de Tajuña;0.24;
2007;Municipios;0920;Móstoles;-0.04;
2007;Municipios;0936;Navacerrada;0.21;
2007;Municipios;0941;Navalafuente;0.06;
2007;Municipios;0954;Navalagamella;0.68;
2007;Municipios;0967;Navalcarnero;-0.18;
2007;Municipios;0973;Navarredonda y San Mamés;2.16;
2007;Municipios;0992;Navas del Rey;-0.25;
2007;Municipios;1006;Nuevo Baztán;-0.30;
2007;Municipios;1013;Olmeda de las Fuentes;0.41;
2007;Municipios;1028;Orusco de Tajuña;-0.19;
2007;Municipios;1049;Paracuellos de Jarama;-0.25;
2007;Municipios;1065;Parla;0.06;
2007;Municipios;1071;Patones;-2.06;
2007;Municipios;1087;Pedrezuela;0.59;
2007;Municipios;1090;Pelayos de la Presa;0.27;
2007;Municipios;1104;Perales de Tajuña;0.03;
2007;Municipios;1111;Pezuela de las Torres;-0.44;
2007;Municipios;1126;Pinilla del Valle;5.77;
2007;Municipios;1132;Pinto;-0.07;
2007;Municipios;1147;Piñuécar-Gandullas;0.54;
2007;Municipios;1150;Pozuelo de Alarcón;-0.02;
2007;Municipios;1163;Pozuelo del Rey;0.03;
2007;Municipios;1179;Prádena del Rincón;0.81;
2007;Municipios;1185;Puebla de la Sierra;-0.27;
2007;Municipios;9020;Puentes Viejas;-2.56;
2007;Municipios;1198;Quijorna;-0.52;
2007;Municipios;1202;Rascafría;-0.22;
2007;Municipios;1219;Redueña;0.91;
2007;Municipios;1224;Ribatejada;-0.29;
2007;Municipios;1230;Rivas-Vaciamadrid;-0.38;
2007;Municipios;1245;Robledillo de la Jara;-0.82;
2007;Municipios;1258;Robledo de Chavela;-0.34;
2007;Municipios;1261;Robregordo;1.41;
2007;Municipios;1277;Rozas de Madrid (Las);-0.08;
2007;Municipios;1283;Rozas de Puerto Real;-1.94;
2007;Municipios;1296;San Agustín del Guadalix;-0.37;
2007;Municipios;1300;San Fernando de Henares;0.75;
2007;Municipios;1317;San Lorenzo de El Escorial;-0.32;
2007;Municipios;1322;San Martín de la Vega;0.02;
2007;Municipios;1338;San Martín de Valdeiglesias;-0.45;
2007;Municipios;1343;San Sebastián de los Reyes;0.04;
2007;Municipios;1356;Santa María de la Alameda;0.32;
2007;Municipios;1369;Santorcaz;0.67;
2007;Municipios;1375;Santos de la Humosa (Los);0.11;
2007;Municipios;1381;Serna del Monte (La);0.79;
2007;Municipios;1408;Serranillos del Valle;-0.63;
2007;Municipios;1415;Sevilla la Nueva;-0.38;
2007;Municipios;1436;Somosierra;0.03;
2007;Municipios;1441;Soto del Real;0.01;
2007;Municipios;1454;Talamanca de Jarama;-0.43;
2007;Municipios;1467;Tielmes;0.18;
2007;Municipios;1473;Titulcia;-0.37;
2007;Municipios;1489;Torrejón de Ardoz;0.15;
2007;Municipios;1492;Torrejón de la Calzada;0.07;
2007;Municipios;1505;Torrejón de Velasco;0.06;
2007;Municipios;1512;Torrelaguna;0.00;
2007;Municipios;1527;Torrelodones;-0.10;
2007;Municipios;1533;Torremocha de Jarama;-1.37;
2007;Municipios;1548;Torres de la Alameda;-0.43;
2007;Municipios;9036;Tres Cantos;-0.03;
2007;Municipios;1551;Valdaracete;2.65;
2007;Municipios;1564;Valdeavero;-1.37;
2007;Municipios;1570;Valdelaguna;-0.73;
2007;Municipios;1586;Valdemanco;-0.22;
2007;Municipios;1599;Valdemaqueda;-2.00;
2007;Municipios;1603;Valdemorillo;-0.09;
2007;Municipios;1610;Valdemoro;-0.32;
2007;Municipios;1625;Valdeolmos-Alalpardo;-0.16;
2007;Municipios;1631;Valdepiélagos;-0.78;
2007;Municipios;1646;Valdetorres de Jarama;-0.28;
2007;Municipios;1659;Valdilecha;0.84;
2007;Municipios;1662;Valverde de Alcalá;-2.22;
2007;Municipios;1678;Velilla de San Antonio;-0.09;
2007;Municipios;1684;Vellón (El);-0.74;
2007;Municipios;1697;Venturada;-0.54;
2007;Municipios;1718;Villa del Prado;-0.74;
2007;Municipios;1701;Villaconejos;1.27;
2007;Municipios;1723;Villalbilla;-0.04;
2007;Municipios;1739;Villamanrique de Tajo;-1.31;
2007;Municipios;1744;Villamanta;0.04;
2007;Municipios;1757;Villamantilla;-0.51;
2007;Municipios;1760;Villanueva de la Cañada;-0.12;
2007;Municipios;1782;Villanueva de Perales;-0.76;
2007;Municipios;1776;Villanueva del Pardillo;-0.46;
2007;Municipios;1795;Villar del Olmo;-0.18;
2007;Municipios;1809;Villarejo de Salvanés;0.58;
2007;Municipios;1816;Villaviciosa de Odón;0.13;
2007;Municipios;1821;Villavieja del Lozoya;-1.28;
2007;Municipios;1837;Zarzalejo;-0.54;
2007;Zonas Estadísticas;03;Este Metropolitano;0.06;
2007;Zonas Estadísticas;01;Municipio de Madrid;-0.06;
2007;Zonas Estadísticas;07;Nordeste Comunidad;-0.20;
2007;Zonas Estadísticas;02;Norte Metropolitano;0.03;
2007;Zonas Estadísticas;05;Oeste Metropolitano;-0.08;
2007;Zonas Estadísticas;11;Sierra Central;-0.19;
2007;Zonas Estadísticas;06;Sierra Norte;-0.07;
2007;Zonas Estadísticas;10;Sierra Sur;-0.45;
2007;Zonas Estadísticas;08;Sudeste Comunidad;0.08;
2007;Zonas Estadísticas;09;Sudoeste Comunidad;-0.28;
2007;Zonas Estadísticas;04;Sur Metropolitano;-0.11;
2008;Comunidad de Madrid;;Comunidad de Madrid;0.39;
2008;Municipios;0014;Acebeda (La);1.81;
2008;Municipios;0029;Ajalvir;0.40;
2008;Municipios;0035;Alameda del Valle;0.33;
2008;Municipios;0040;Álamo (El);0.90;
2008;Municipios;0053;Alcalá de Henares;0.45;
2008;Municipios;0066;Alcobendas;0.37;
2008;Municipios;0072;Alcorcón;0.48;
2008;Municipios;0088;Aldea del Fresno;1.03;
2008;Municipios;0091;Algete;-0.11;
2008;Municipios;0105;Alpedrete;0.52;
2008;Municipios;0112;Ambite;0.93;
2008;Municipios;0127;Anchuelo;0.55;
2008;Municipios;0133;Aranjuez;0.25;
2008;Municipios;0148;Arganda del Rey;0.88;
2008;Municipios;0151;Arroyomolinos;0.05;
2008;Municipios;0164;Atazar (El);0.17;
2008;Municipios;0170;Batres;-0.28;
2008;Municipios;0186;Becerril de la Sierra;0.36;
2008;Municipios;0199;Belmonte de Tajo;0.95;
2008;Municipios;0210;Berrueco (El);-0.23;
2008;Municipios;0203;Berzosa del Lozoya;-0.79;
2008;Municipios;0225;Boadilla del Monte;0.30;
2008;Municipios;0231;Boalo (El);0.21;
2008;Municipios;0246;Braojos;1.54;
2008;Municipios;0259;Brea de Tajo;1.73;
2008;Municipios;0262;Brunete;0.69;
2008;Municipios;0278;Buitrago del Lozoya;-0.49;
2008;Municipios;0284;Bustarviejo;1.62;
2008;Municipios;0297;Cabanillas de la Sierra;-1.06;
2008;Municipios;0301;Cabrera (La);0.19;
2008;Municipios;0318;Cadalso de los Vidrios;1.41;
2008;Municipios;0323;Camarma de Esteruelas;0.40;
2008;Municipios;0339;Campo Real;1.65;
2008;Municipios;0344;Canencia;-0.42;
2008;Municipios;0357;Carabaña;0.22;
2008;Municipios;0360;Casarrubuelos;0.81;
2008;Municipios;0376;Cenicientos;0.86;
2008;Municipios;0382;Cercedilla;0.86;
2008;Municipios;0395;Cervera de Buitrago;0.05;
2008;Municipios;0513;Chapinería;2.53;
2008;Municipios;0528;Chinchón;0.62;
2008;Municipios;0409;Ciempozuelos;0.88;
2008;Municipios;0416;Cobeña;-0.14;
2008;Municipios;0468;Collado Mediano;0.40;
2008;Municipios;0474;Collado Villalba;0.74;
2008;Municipios;0437;Colmenar de Oreja;0.50;
2008;Municipios;0421;Colmenar del Arroyo;0.56;
2008;Municipios;0455;Colmenar Viejo;0.42;
2008;Municipios;0442;Colmenarejo;0.46;
2008;Municipios;0480;Corpa;0.28;
2008;Municipios;0493;Coslada;-0.09;
2008;Municipios;0506;Cubas de la Sagra;0.78;
2008;Municipios;0534;Daganzo de Arriba;0.10;
2008;Municipios;0549;Escorial (El);0.29;
2008;Municipios;0552;Estremera;-0.10;
2008;Municipios;0565;Fresnedillas de la Oliva;1.83;
2008;Municipios;0571;Fresno de Torote;0.97;
2008;Municipios;0587;Fuenlabrada;0.91;
2008;Municipios;0590;Fuente el Saz de Jarama;0.58;
2008;Municipios;0604;Fuentidueña de Tajo;0.72;
2008;Municipios;0611;Galapagar;0.60;
2008;Municipios;0626;Garganta de los Montes;1.09;
2008;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;1.68;
2008;Municipios;0647;Gascones;-4.69;
2008;Municipios;0650;Getafe;0.40;
2008;Municipios;0663;Griñón;0.30;
2008;Municipios;0679;Guadalix de la Sierra;0.41;
2008;Municipios;0685;Guadarrama;0.42;
2008;Municipios;0698;Hiruela (La);2.60;
2008;Municipios;0702;Horcajo de la Sierra-Aoslos;-0.02;
2008;Municipios;0719;Horcajuelo de la Sierra;-0.96;
2008;Municipios;0724;Hoyo de Manzanares;0.40;
2008;Municipios;0730;Humanes de Madrid;1.29;
2008;Municipios;0745;Leganés;0.60;
2008;Municipios;0758;Loeches;0.63;
2008;Municipios;0761;Lozoya;0.23;
2008;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;2.17;
2008;Municipios;0783;Madarcos;-2.22;
2008;Municipios;0796;Madrid;0.29;
2008;Municipios;0800;Majadahonda;0.20;
2008;Municipios;0822;Manzanares el Real;0.58;
2008;Municipios;0838;Meco;0.77;
2008;Municipios;0843;Mejorada del Campo;0.53;
2008;Municipios;0856;Miraflores de la Sierra;0.08;
2008;Municipios;0869;Molar (El);1.10;
2008;Municipios;0875;Molinos (Los);0.67;
2008;Municipios;0881;Montejo de la Sierra;0.45;
2008;Municipios;0894;Moraleja de Enmedio;1.51;
2008;Municipios;0908;Moralzarzal;0.77;
2008;Municipios;0915;Morata de Tajuña;0.61;
2008;Municipios;0920;Móstoles;0.54;
2008;Municipios;0936;Navacerrada;0.26;
2008;Municipios;0941;Navalafuente;1.70;
2008;Municipios;0954;Navalagamella;0.58;
2008;Municipios;0967;Navalcarnero;0.60;
2008;Municipios;0973;Navarredonda y San Mamés;-0.90;
2008;Municipios;0992;Navas del Rey;0.80;
2008;Municipios;1006;Nuevo Baztán;0.91;
2008;Municipios;1013;Olmeda de las Fuentes;-0.41;
2008;Municipios;1028;Orusco de Tajuña;-0.43;
2008;Municipios;1049;Paracuellos de Jarama;0.23;
2008;Municipios;1065;Parla;1.02;
2008;Municipios;1071;Patones;0.20;
2008;Municipios;1087;Pedrezuela;0.23;
2008;Municipios;1090;Pelayos de la Presa;1.89;
2008;Municipios;1104;Perales de Tajuña;0.50;
2008;Municipios;1111;Pezuela de las Torres;0.42;
2008;Municipios;1126;Pinilla del Valle;-2.87;
2008;Municipios;1132;Pinto;0.97;
2008;Municipios;1147;Piñuécar-Gandullas;0.37;
2008;Municipios;1150;Pozuelo de Alarcón;0.20;
2008;Municipios;1163;Pozuelo del Rey;2.37;
2008;Municipios;1179;Prádena del Rincón;-1.91;
2008;Municipios;1185;Puebla de la Sierra;-3.65;
2008;Municipios;9020;Puentes Viejas;1.00;
2008;Municipios;1198;Quijorna;0.35;
2008;Municipios;1202;Rascafría;0.09;
2008;Municipios;1219;Redueña;1.85;
2008;Municipios;1224;Ribatejada;0.24;
2008;Municipios;1230;Rivas-Vaciamadrid;0.25;
2008;Municipios;1245;Robledillo de la Jara;3.08;
2008;Municipios;1258;Robledo de Chavela;0.39;
2008;Municipios;1261;Robregordo;1.82;
2008;Municipios;1277;Rozas de Madrid (Las);-0.06;
2008;Municipios;1283;Rozas de Puerto Real;3.47;
2008;Municipios;1296;San Agustín del Guadalix;0.49;
2008;Municipios;1300;San Fernando de Henares;-0.15;
2008;Municipios;1317;San Lorenzo de El Escorial;0.28;
2008;Municipios;1322;San Martín de la Vega;0.78;
2008;Municipios;1338;San Martín de Valdeiglesias;0.59;
2008;Municipios;1343;San Sebastián de los Reyes;0.33;
2008;Municipios;1356;Santa María de la Alameda;1.96;
2008;Municipios;1369;Santorcaz;1.80;
2008;Municipios;1375;Santos de la Humosa (Los);1.00;
2008;Municipios;1381;Serna del Monte (La);1.83;
2008;Municipios;1408;Serranillos del Valle;0.94;
2008;Municipios;1415;Sevilla la Nueva;0.52;
2008;Municipios;1436;Somosierra;1.88;
2008;Municipios;1441;Soto del Real;-0.04;
2008;Municipios;1454;Talamanca de Jarama;1.68;
2008;Municipios;1467;Tielmes;1.94;
2008;Municipios;1473;Titulcia;1.57;
2008;Municipios;1489;Torrejón de Ardoz;0.60;
2008;Municipios;1492;Torrejón de la Calzada;0.16;
2008;Municipios;1505;Torrejón de Velasco;0.48;
2008;Municipios;1512;Torrelaguna;0.13;
2008;Municipios;1527;Torrelodones;-0.14;
2008;Municipios;1533;Torremocha de Jarama;0.60;
2008;Municipios;1548;Torres de la Alameda;0.68;
2008;Municipios;9036;Tres Cantos;0.07;
2008;Municipios;1551;Valdaracete;-1.15;
2008;Municipios;1564;Valdeavero;0.13;
2008;Municipios;1570;Valdelaguna;1.10;
2008;Municipios;1586;Valdemanco;1.03;
2008;Municipios;1599;Valdemaqueda;1.69;
2008;Municipios;1603;Valdemorillo;0.67;
2008;Municipios;1610;Valdemoro;0.33;
2008;Municipios;1625;Valdeolmos-Alalpardo;-0.05;
2008;Municipios;1631;Valdepiélagos;0.42;
2008;Municipios;1646;Valdetorres de Jarama;0.55;
2008;Municipios;1659;Valdilecha;-0.26;
2008;Municipios;1662;Valverde de Alcalá;4.00;
2008;Municipios;1678;Velilla de San Antonio;0.00;
2008;Municipios;1684;Vellón (El);1.99;
2008;Municipios;1697;Venturada;-0.12;
2008;Municipios;1718;Villa del Prado;1.61;
2008;Municipios;1701;Villaconejos;1.00;
2008;Municipios;1723;Villalbilla;0.32;
2008;Municipios;1739;Villamanrique de Tajo;0.24;
2008;Municipios;1744;Villamanta;0.46;
2008;Municipios;1757;Villamantilla;0.54;
2008;Municipios;1760;Villanueva de la Cañada;0.32;
2008;Municipios;1782;Villanueva de Perales;1.46;
2008;Municipios;1776;Villanueva del Pardillo;0.46;
2008;Municipios;1795;Villar del Olmo;0.41;
2008;Municipios;1809;Villarejo de Salvanés;1.41;
2008;Municipios;1816;Villaviciosa de Odón;0.28;
2008;Municipios;1821;Villavieja del Lozoya;-0.10;
2008;Municipios;1837;Zarzalejo;0.50;
2008;Zonas Estadísticas;03;Este Metropolitano;0.35;
2008;Zonas Estadísticas;01;Municipio de Madrid;0.29;
2008;Zonas Estadísticas;07;Nordeste Comunidad;0.61;
2008;Zonas Estadísticas;02;Norte Metropolitano;0.29;
2008;Zonas Estadísticas;05;Oeste Metropolitano;0.26;
2008;Zonas Estadísticas;11;Sierra Central;0.43;
2008;Zonas Estadísticas;06;Sierra Norte;0.43;
2008;Zonas Estadísticas;10;Sierra Sur;1.04;
2008;Zonas Estadísticas;08;Sudeste Comunidad;0.76;
2008;Zonas Estadísticas;09;Sudoeste Comunidad;0.62;
2008;Zonas Estadísticas;04;Sur Metropolitano;0.64;
2009;Comunidad de Madrid;;Comunidad de Madrid;2.30;
2009;Municipios;0014;Acebeda (La);-3.62;
2009;Municipios;0029;Ajalvir;1.94;
2009;Municipios;0035;Alameda del Valle;1.44;
2009;Municipios;0040;Álamo (El);3.15;
2009;Municipios;0053;Alcalá de Henares;3.40;
2009;Municipios;0066;Alcobendas;2.15;
2009;Municipios;0072;Alcorcón;2.34;
2009;Municipios;0088;Aldea del Fresno;3.79;
2009;Municipios;0091;Algete;2.11;
2009;Municipios;0105;Alpedrete;1.74;
2009;Municipios;0112;Ambite;4.73;
2009;Municipios;0127;Anchuelo;3.28;
2009;Municipios;0133;Aranjuez;2.72;
2009;Municipios;0148;Arganda del Rey;4.52;
2009;Municipios;0151;Arroyomolinos;1.29;
2009;Municipios;0164;Atazar (El);0.00;
2009;Municipios;0170;Batres;2.38;
2009;Municipios;0186;Becerril de la Sierra;2.71;
2009;Municipios;0199;Belmonte de Tajo;3.71;
2009;Municipios;0210;Berrueco (El);2.48;
2009;Municipios;0203;Berzosa del Lozoya;0.56;
2009;Municipios;0225;Boadilla del Monte;1.01;
2009;Municipios;0231;Boalo (El);2.43;
2009;Municipios;0246;Braojos;-0.19;
2009;Municipios;0259;Brea de Tajo;2.76;
2009;Municipios;0262;Brunete;2.20;
2009;Municipios;0278;Buitrago del Lozoya;1.72;
2009;Municipios;0284;Bustarviejo;2.14;
2009;Municipios;0297;Cabanillas de la Sierra;0.62;
2009;Municipios;0301;Cabrera (La);4.32;
2009;Municipios;0318;Cadalso de los Vidrios;3.65;
2009;Municipios;0323;Camarma de Esteruelas;3.20;
2009;Municipios;0339;Campo Real;3.41;
2009;Municipios;0344;Canencia;-0.02;
2009;Municipios;0357;Carabaña;3.95;
2009;Municipios;0360;Casarrubuelos;2.26;
2009;Municipios;0376;Cenicientos;1.15;
2009;Municipios;0382;Cercedilla;1.78;
2009;Municipios;0395;Cervera de Buitrago;-0.13;
2009;Municipios;0513;Chapinería;1.10;
2009;Municipios;0528;Chinchón;3.61;
2009;Municipios;0409;Ciempozuelos;3.78;
2009;Municipios;0416;Cobeña;1.61;
2009;Municipios;0468;Collado Mediano;1.89;
2009;Municipios;0474;Collado Villalba;2.89;
2009;Municipios;0437;Colmenar de Oreja;4.73;
2009;Municipios;0421;Colmenar del Arroyo;2.40;
2009;Municipios;0455;Colmenar Viejo;2.75;
2009;Municipios;0442;Colmenarejo;2.36;
2009;Municipios;0480;Corpa;3.08;
2009;Municipios;0493;Coslada;2.80;
2009;Municipios;0506;Cubas de la Sagra;1.85;
2009;Municipios;0534;Daganzo de Arriba;1.72;
2009;Municipios;0549;Escorial (El);1.87;
2009;Municipios;0552;Estremera;4.28;
2009;Municipios;0565;Fresnedillas de la Oliva;0.91;
2009;Municipios;0571;Fresno de Torote;2.87;
2009;Municipios;0587;Fuenlabrada;3.73;
2009;Municipios;0590;Fuente el Saz de Jarama;3.25;
2009;Municipios;0604;Fuentidueña de Tajo;4.36;
2009;Municipios;0611;Galapagar;2.25;
2009;Municipios;0626;Garganta de los Montes;0.87;
2009;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;-1.23;
2009;Municipios;0647;Gascones;1.88;
2009;Municipios;0650;Getafe;2.74;
2009;Municipios;0663;Griñón;2.24;
2009;Municipios;0679;Guadalix de la Sierra;2.32;
2009;Municipios;0685;Guadarrama;2.00;
2009;Municipios;0698;Hiruela (La);-2.60;
2009;Municipios;0702;Horcajo de la Sierra-Aoslos;-1.75;
2009;Municipios;0719;Horcajuelo de la Sierra;3.42;
2009;Municipios;0724;Hoyo de Manzanares;1.35;
2009;Municipios;0730;Humanes de Madrid;4.00;
2009;Municipios;0745;Leganés;2.89;
2009;Municipios;0758;Loeches;2.75;
2009;Municipios;0761;Lozoya;1.68;
2009;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;3.63;
2009;Municipios;0783;Madarcos;0.00;
2009;Municipios;0796;Madrid;1.93;
2009;Municipios;0800;Majadahonda;1.25;
2009;Municipios;0822;Manzanares el Real;1.76;
2009;Municipios;0838;Meco;4.28;
2009;Municipios;0843;Mejorada del Campo;4.01;
2009;Municipios;0856;Miraflores de la Sierra;3.01;
2009;Municipios;0869;Molar (El);2.82;
2009;Municipios;0875;Molinos (Los);1.98;
2009;Municipios;0881;Montejo de la Sierra;-0.55;
2009;Municipios;0894;Moraleja de Enmedio;3.08;
2009;Municipios;0908;Moralzarzal;1.98;
2009;Municipios;0915;Morata de Tajuña;4.02;
2009;Municipios;0920;Móstoles;2.84;
2009;Municipios;0936;Navacerrada;0.68;
2009;Municipios;0941;Navalafuente;4.92;
2009;Municipios;0954;Navalagamella;3.30;
2009;Municipios;0967;Navalcarnero;3.17;
2009;Municipios;0973;Navarredonda y San Mamés;2.98;
2009;Municipios;0992;Navas del Rey;3.80;
2009;Municipios;1006;Nuevo Baztán;2.47;
2009;Municipios;1013;Olmeda de las Fuentes;1.82;
2009;Municipios;1028;Orusco de Tajuña;2.93;
2009;Municipios;1049;Paracuellos de Jarama;1.49;
2009;Municipios;1065;Parla;4.00;
2009;Municipios;1071;Patones;1.04;
2009;Municipios;1087;Pedrezuela;2.45;
2009;Municipios;1090;Pelayos de la Presa;2.08;
2009;Municipios;1104;Perales de Tajuña;3.96;
2009;Municipios;1111;Pezuela de las Torres;3.39;
2009;Municipios;1126;Pinilla del Valle;-1.80;
2009;Municipios;1132;Pinto;2.94;
2009;Municipios;1147;Piñuécar-Gandullas;0.33;
2009;Municipios;1150;Pozuelo de Alarcón;0.93;
2009;Municipios;1163;Pozuelo del Rey;1.39;
2009;Municipios;1179;Prádena del Rincón;3.11;
2009;Municipios;1185;Puebla de la Sierra;2.70;
2009;Municipios;9020;Puentes Viejas;0.49;
2009;Municipios;1198;Quijorna;2.77;
2009;Municipios;1202;Rascafría;1.61;
2009;Municipios;1219;Redueña;0.87;
2009;Municipios;1224;Ribatejada;3.36;
2009;Municipios;1230;Rivas-Vaciamadrid;1.98;
2009;Municipios;1245;Robledillo de la Jara;1.33;
2009;Municipios;1258;Robledo de Chavela;2.42;
2009;Municipios;1261;Robregordo;-1.59;
2009;Municipios;1277;Rozas de Madrid (Las);1.20;
2009;Municipios;1283;Rozas de Puerto Real;0.31;
2009;Municipios;1296;San Agustín del Guadalix;1.80;
2009;Municipios;1300;San Fernando de Henares;2.81;
2009;Municipios;1317;San Lorenzo de El Escorial;1.61;
2009;Municipios;1322;San Martín de la Vega;3.79;
2009;Municipios;1338;San Martín de Valdeiglesias;3.16;
2009;Municipios;1343;San Sebastián de los Reyes;2.28;
2009;Municipios;1356;Santa María de la Alameda;0.90;
2009;Municipios;1369;Santorcaz;3.09;
2009;Municipios;1375;Santos de la Humosa (Los);3.81;
2009;Municipios;1381;Serna del Monte (La);-0.55;
2009;Municipios;1408;Serranillos del Valle;2.00;
2009;Municipios;1415;Sevilla la Nueva;1.92;
2009;Municipios;1436;Somosierra;-1.83;
2009;Municipios;1441;Soto del Real;1.88;
2009;Municipios;1454;Talamanca de Jarama;2.84;
2009;Municipios;1467;Tielmes;2.49;
2009;Municipios;1473;Titulcia;3.07;
2009;Municipios;1489;Torrejón de Ardoz;3.59;
2009;Municipios;1492;Torrejón de la Calzada;2.73;
2009;Municipios;1505;Torrejón de Velasco;1.48;
2009;Municipios;1512;Torrelaguna;3.99;
2009;Municipios;1527;Torrelodones;1.13;
2009;Municipios;1533;Torremocha de Jarama;1.84;
2009;Municipios;1548;Torres de la Alameda;3.79;
2009;Municipios;9036;Tres Cantos;1.21;
2009;Municipios;1551;Valdaracete;3.67;
2009;Municipios;1564;Valdeavero;2.93;
2009;Municipios;1570;Valdelaguna;2.73;
2009;Municipios;1586;Valdemanco;1.34;
2009;Municipios;1599;Valdemaqueda;5.95;
2009;Municipios;1603;Valdemorillo;1.66;
2009;Municipios;1610;Valdemoro;2.72;
2009;Municipios;1625;Valdeolmos-Alalpardo;1.73;
2009;Municipios;1631;Valdepiélagos;2.03;
2009;Municipios;1646;Valdetorres de Jarama;3.55;
2009;Municipios;1659;Valdilecha;4.90;
